rank_overall,theologian,sermon_id,sermon_key,cluster,overall_score,n_scores,aesthetics.dramaturgy.b1_narrative_arc.score,aesthetics.dramaturgy.b2_integration_text_and_context.score,aesthetics.dramaturgy.b3_openness_vs_closedness.score,aesthetics.poetics.a1_imagery.score,aesthetics.poetics.a2_carefulness_and_precision.score,aesthetics.poetics.a3_musicality_and_rhythm.score,aristoteles.ethos.score,aristoteles.logos.score,aristoteles.orthodoxy_logos.score,aristoteles.orthopathy_pathos.score,aristoteles.orthopraxy_ethos.score,aristoteles.pathos.score,dekker.1_specific_bible_passage.score,dekker.2_exegesis_original_context.score,dekker.3_application_concrete_contemporary.score,dekker.4_interwoveness_exposition_application.score,dekker.5_three_parts_misery_redemption_gratitude.score,dekker.6_two_ways_seriousness_of_choice.score,dekker.7_christocentric_grace.score,dekker.8_depth_and_length.score,kolb.abstract_conceptualization.score,kolb.active_experimentation.score,kolb.concrete_experience.score,kolb.integrality.balance_between_phases.score,kolb.integrality.cycle_completeness.score,kolb.integrality.holistic_learning.score,kolb.reflective_observation.score,metaphor.coherentie.score,narrative.coherentie.score,schulz.appeal_aspect.score,schulz.factual_content.score,schulz.relational_aspect.score,schulz.self_revelation.score,transactional.adult.score,transactional.child.free_FC.score,transactional.child.freedom_AC.score,transactional.parent.freedom_CP.score,transactional.parent.nurturing_NP.score
633,hervormd,11jan2026_22,hervormd_11jan2026_22,5,6.105263157894737,38,6,7,5,6,5,5,6,6,8,5,6,5,5,6,4,5,5,3,6,4,7,5,6,6,6,6,7,7,9,7,6,6,5,8,7,9,9,8
634,hervormd,11jan2026_25,hervormd_11jan2026_25,8,6.105263157894737,38,5,7,6,5,6,6,7,6,7,5,7,5,5,6,4,5,6,3,7,8,6,5,6,6,6,6,7,7,7,7,6,6,5,6,7,8,7,8
635,rutledge,184,rutledge_184,2,6.105263157894737,38,6,8,7,7,8,7,6,7,8,8,6,8,5,6,4,5,7,4,6,3,8,4,7,6,6,6,6,7,10,7,6,6,5,5,4,3,4,6
636,rutledge,199,rutledge_199,2,6.105263157894737,38,6,8,6,7,8,7,5,6,8,7,5,7,4,5,6,6,7,5,6,4,8,4,7,6,6,6,6,7,10,8,6,7,5,5,4,3,4,7
637,rutledge,249,rutledge_249,2,6.105263157894737,38,7,8,5,7,6,6,7,6,7,8,7,8,4,3,5,6,7,5,7,4,8,4,7,6,6,6,6,7,9,8,6,7,7,5,4,3,4,6
638,solle,11,solle_11,3,6.105263157894737,38,7,9,6,8,7,8,7,6,5,8,7,8,5,3,7,6,5,6,4,2,6,5,8,6,6,7,7,10,7,7,6,5,8,5,6,2,3,4
639,solle,17,solle_17,4,6.105263157894737,38,7,8,5,7,8,6,7,6,5,8,7,7,4,3,6,4,5,5,4,3,6,5,7,6,6,6,8,4,7,5,6,6,7,9,6,8,7,8
640,taylor,116,taylor_116,3,6.105263157894737,38,7,8,5,7,6,8,7,6,7,8,7,8,5,6,4,5,6,7,5,5,6,5,6,6,6,7,7,7,6,6,6,5,7,5,7,3,4,6
641,taylor,118,taylor_118,8,6.105263157894737,38,6,7,5,7,6,8,7,5,6,8,7,8,6,5,4,6,7,8,6,5,7,5,7,6,7,7,6,7,7,5,6,7,7,3,5,3,4,6
642,brueggemann,143,brueggemann_143,5,6.078947368421052,38,6,8,5,6,7,8,5,7,8,5,6,6,4,3,5,6,5,2,5,3,8,6,5,6,6,6,6,10,7,5,6,6,5,9,6,9,8,7
643,brueggemann,168,brueggemann_168,5,6.078947368421052,38,7,8,6,6,8,7,6,7,8,5,6,5,4,3,5,4,6,5,4,2,8,4,5,5,6,6,7,7,6,6,6,5,7,9,8,9,8,7
644,brueggemann,22,brueggemann_22,3,6.078947368421052,38,7,8,6,8,7,7,6,7,8,9,6,8,6,4,7,6,5,8,4,3,6,5,8,6,6,7,7,7,7,6,7,5,6,5,4,2,3,4
645,brueggemann,79,brueggemann_79,5,6.078947368421052,38,6,8,5,7,6,7,6,7,8,6,7,6,4,5,6,4,6,5,4,2,7,5,6,6,7,7,7,10,9,5,6,6,7,6,6,5,7,4
646,hervormd,11jan2026_11,hervormd_11jan2026_11,2,6.078947368421052,38,6,7,5,7,6,5,5,6,8,7,5,7,6,5,4,6,7,7,7,8,7,5,7,6,6,6,6,7,9,8,6,7,5,5,4,3,4,6
647,hervormd,11jan2026_34,hervormd_11jan2026_34,8,6.078947368421052,38,4,6,4,5,6,5,7,6,8,5,7,5,6,7,4,5,5,4,7,7,7,4,5,5,6,6,6,10,9,7,6,6,5,7,5,9,8,7
648,rutledge,150,rutledge_150,2,6.078947368421052,38,7,8,6,8,7,7,6,6,8,7,5,7,4,6,5,5,7,4,6,4,8,4,6,6,6,6,7,7,10,8,7,5,6,5,4,3,4,6
649,rutledge,153,rutledge_153,2,6.078947368421052,38,7,8,6,7,7,6,6,6,8,7,5,7,3,5,6,4,7,5,7,3,8,4,7,6,6,6,6,7,10,8,7,5,6,5,6,3,4,7
650,rutledge,198,rutledge_198,2,6.078947368421052,38,6,8,6,7,8,7,7,6,8,8,6,8,4,5,6,5,7,4,6,3,8,4,7,5,6,6,6,7,10,8,7,6,6,4,5,2,3,6
651,rutledge,202,rutledge_202,2,6.078947368421052,38,8,8,6,7,8,7,5,6,8,7,5,7,4,5,4,5,7,6,6,3,8,4,7,6,6,6,6,7,10,8,7,5,6,5,4,3,4,7
652,rutledge,252,rutledge_252,5,6.078947368421052,38,5,6,5,6,7,7,8,7,9,6,8,6,3,2,4,3,5,2,7,5,8,4,7,5,6,6,6,7,9,6,7,5,6,9,6,8,7,8
653,rutledge,339,rutledge_339,2,6.078947368421052,38,7,8,5,6,8,6,7,7,8,5,7,6,6,5,4,5,7,6,7,3,8,4,6,5,6,6,5,10,10,8,7,5,6,7,2,3,4,6
654,taylor,104,taylor_104,4,6.078947368421052,38,7,8,8,8,7,8,6,5,7,8,6,7,4,2,6,3,5,4,5,2,6,4,6,6,5,6,7,10,6,5,6,6,7,6,5,9,8,7
655,taylor,168,taylor_168,4,6.078947368421052,38,7,8,6,8,7,9,8,6,6,8,7,7,4,3,5,4,5,2,6,7,7,5,7,6,7,7,6,7,6,5,6,7,7,5,7,3,4,6
656,brueggemann,86,brueggemann_86,5,6.052631578947368,38,6,8,5,7,6,8,6,7,8,5,6,5,3,5,4,4,5,4,6,2,8,5,4,5,6,6,6,7,9,7,7,5,6,9,6,9,8,7
657,hervormd,11jan2026_27,hervormd_11jan2026_27,8,6.052631578947368,38,6,7,5,5,6,4,7,5,7,6,7,6,5,6,4,5,6,4,7,8,7,4,6,5,6,6,5,7,9,6,6,5,5,6,7,9,8,7
658,rutledge,124,rutledge_124,3,6.052631578947368,38,7,8,6,7,8,6,8,7,8,5,7,6,6,7,7,5,4,6,4,5,8,7,7,6,7,7,6,7,8,4,7,5,6,6,3,2,3,4
659,rutledge,180,rutledge_180,2,6.052631578947368,38,6,8,5,7,8,6,7,6,8,9,6,8,4,5,6,5,7,4,6,3,7,4,7,6,6,6,6,7,9,8,6,7,5,5,4,3,4,6
660,rutledge,358,rutledge_358,6,6.052631578947368,38,7,8,6,6,8,7,7,7,8,5,6,6,5,4,6,5,6,5,7,5,8,5,6,6,6,6,7,7,9,6,7,5,6,6,4,3,4,5
661,solle,25,solle_25,3,6.052631578947368,38,6,8,5,8,7,7,7,5,5,8,8,8,4,2,7,5,6,7,4,3,6,8,7,6,7,7,6,10,8,4,6,5,8,4,6,4,3,5
662,taylor,128,taylor_128,3,6.052631578947368,38,6,8,6,8,7,8,7,5,6,8,8,8,4,5,7,4,6,7,5,7,6,7,8,6,7,7,7,7,6,4,6,5,7,5,3,2,3,4
663,taylor,138,taylor_138,3,6.052631578947368,38,7,8,5,7,6,8,7,6,6,8,7,8,6,4,7,5,6,5,4,3,5,4,7,6,6,7,6,10,7,5,6,6,7,6,3,5,4,7
664,taylor,49,taylor_49,4,6.052631578947368,38,6,8,6,7,8,8,8,5,7,8,7,7,4,3,7,4,6,5,7,5,6,4,6,5,5,6,7,7,9,5,6,6,7,5,7,3,4,6
665,brueggemann,114,brueggemann_114,5,6.026315789473684,38,5,8,6,6,7,7,6,7,8,5,6,5,4,5,6,4,5,5,6,3,7,6,5,6,6,6,7,7,7,4,6,5,5,8,6,9,7,8
666,brueggemann,119,brueggemann_119,6,6.026315789473684,38,6,8,5,6,8,7,7,7,8,5,7,6,4,3,6,5,5,4,2,2,7,5,6,6,6,6,7,10,8,4,6,5,5,9,5,8,7,8
667,brueggemann,63,brueggemann_63,5,6.026315789473684,38,5,8,7,6,7,6,7,6,6,5,7,5,4,3,7,5,5,6,4,4,7,4,5,5,5,5,8,7,7,6,6,5,7,9,6,9,8,7
668,brueggemann,78,brueggemann_78,5,6.026315789473684,38,6,8,6,6,7,8,6,7,8,5,6,5,3,4,6,5,5,7,4,3,7,4,5,6,6,6,7,7,7,4,6,6,5,9,6,8,7,8
669,brueggemann,82,brueggemann_82,5,6.026315789473684,38,7,8,6,6,7,7,6,6,7,7,5,7,4,3,6,4,5,7,5,2,7,4,5,6,6,6,7,10,7,7,6,5,5,7,7,5,6,8
670,hervormd,11jan2026_02,hervormd_11jan2026_02,8,6.026315789473684,38,6,7,5,6,6,5,7,6,6,8,7,7,5,6,4,5,6,4,7,7,7,5,7,6,6,6,6,10,8,5,6,6,5,5,6,5,4,6
671,hervormd,11jan2026_10,hervormd_11jan2026_10,8,6.026315789473684,38,5,6,4,5,6,4,7,6,8,5,7,5,5,6,4,5,6,3,7,5,7,5,6,6,6,6,7,10,9,5,6,6,5,7,4,8,8,9
672,rutledge,183,rutledge_183,2,6.026315789473684,38,6,8,6,7,8,7,6,6,8,7,6,7,5,6,4,5,7,4,6,3,8,4,7,6,6,6,6,7,10,7,6,6,5,5,4,3,4,7
673,rutledge,197,rutledge_197,2,6.026315789473684,38,6,8,5,7,8,6,5,6,8,7,5,7,6,4,5,6,7,5,4,2,7,5,8,6,6,6,7,7,10,8,6,6,7,5,4,3,4,7
674,rutledge,261,rutledge_261,2,6.026315789473684,38,7,8,6,7,8,6,6,7,8,6,5,6,5,6,7,4,5,7,5,3,8,6,7,6,7,7,6,7,9,6,7,5,6,6,2,3,4,5
675,rutledge,282,rutledge_282,2,6.026315789473684,38,6,8,5,6,7,5,7,7,8,6,7,6,6,7,6,5,7,4,6,5,7,4,6,6,6,6,8,10,10,7,7,5,6,6,2,2,3,4
676,rutledge,308,rutledge_308,3,6.026315789473684,38,8,8,6,7,8,6,7,6,8,7,6,8,4,3,7,5,7,6,5,5,6,5,8,5,6,6,7,7,10,8,6,6,7,5,1,2,3,4
677,taylor,162,taylor_162,3,6.026315789473684,38,7,6,5,7,6,8,7,6,7,9,7,8,4,3,5,6,5,7,6,4,6,5,7,6,6,7,8,7,9,8,6,6,7,3,4,2,4,5
678,taylor,169,taylor_169,4,6.026315789473684,38,7,6,8,6,7,8,8,5,6,8,7,7,4,3,2,3,5,2,6,2,6,4,5,5,5,6,7,7,10,7,6,5,8,6,8,8,9,7
679,augustine,07,augustine_07,3,6,38,7,8,6,8,7,8,7,7,8,5,7,6,3,4,7,6,7,6,5,8,7,5,7,6,6,6,8,7,7,6,7,4,5,5,3,2,3,4
680,brueggemann,08,brueggemann_08,2,6,38,7,8,6,7,8,8,6,7,8,7,6,7,6,4,5,7,6,5,7,3,8,5,7,6,6,6,6,7,9,6,6,5,7,2,5,2,3,4
681,brueggemann,26,brueggemann_26,2,6,38,7,8,6,8,7,8,6,6,7,8,6,7,3,4,4,5,6,7,5,2,7,5,6,6,6,6,7,10,7,7,6,5,5,5,7,3,4,6
682,brueggemann,99,brueggemann_99,5,6,38,5,8,5,7,6,6,6,7,8,5,5,6,6,5,4,4,5,3,2,3,8,4,5,5,6,6,7,7,9,6,7,6,5,7,8,9,8,9
683,hervormd,11jan2026_35,hervormd_11jan2026_35,8,6,38,5,7,4,6,5,6,6,5,6,7,5,6,5,6,4,5,5,3,6,5,7,4,6,5,6,6,5,10,9,6,6,7,5,7,6,9,9,8
684,rutledge,186,rutledge_186,2,6,38,6,8,7,7,8,7,7,6,8,8,7,8,5,4,6,5,7,4,6,3,8,4,7,6,6,6,6,7,9,7,6,6,5,4,4,2,3,5
685,rutledge,203,rutledge_203,2,6,38,5,7,6,7,6,6,7,6,8,7,6,7,5,4,6,5,7,6,6,3,8,4,7,6,6,6,6,7,9,7,6,6,5,6,5,3,4,7
686,rutledge,331,rutledge_331,8,6,38,6,7,5,7,6,5,7,6,7,8,6,7,3,4,6,4,6,5,7,3,6,5,7,6,6,7,8,7,10,7,6,6,7,7,3,5,4,6
687,solle,08,solle_08,4,6,38,6,8,5,7,8,6,8,5,6,8,9,7,6,4,7,5,5,4,3,2,5,4,7,5,6,6,6,10,7,4,6,5,8,6,8,5,4,7
688,taylor,02,taylor_02,4,6,38,6,7,5,7,6,8,7,5,6,9,7,8,4,3,5,4,6,2,4,3,5,5,7,6,6,6,6,10,7,5,5,7,6,6,5,7,8,9
689,taylor,143,taylor_143,3,6,38,8,7,6,8,7,9,7,6,7,8,6,8,6,5,4,5,7,6,6,3,8,4,7,6,6,6,6,4,9,7,6,5,7,4,5,2,3,4
690,brueggemann,106,brueggemann_106,5,5.973684210526316,38,7,8,7,6,8,7,6,7,8,4,5,5,3,4,6,5,5,6,5,2,8,4,5,5,6,6,7,10,6,5,6,6,5,8,6,7,6,7
691,rutledge,307,rutledge_307,3,5.973684210526316,38,7,8,5,7,8,6,7,6,8,9,7,8,4,3,7,5,7,6,5,4,6,5,8,5,6,6,7,7,9,8,6,5,7,5,1,2,3,4
692,rutledge,317,rutledge_317,5,5.973684210526316,38,5,6,7,6,7,6,6,7,8,5,5,5,6,5,3,4,5,2,7,3,8,3,5,5,5,5,6,10,10,6,7,5,6,8,6,8,9,7
693,taylor,107,taylor_107,3,5.973684210526316,38,7,8,6,8,7,9,7,6,7,8,7,8,3,2,6,4,5,7,4,5,5,4,7,5,6,6,6,7,7,4,6,5,7,7,6,5,4,6
694,taylor,115,taylor_115,4,5.973684210526316,38,7,8,6,8,8,9,8,5,6,9,8,8,3,2,4,3,4,2,5,3,6,4,8,5,6,6,5,4,8,4,5,6,7,4,9,7,9,8
695,taylor,15,taylor_15,4,5.973684210526316,38,7,6,5,7,6,8,7,6,7,8,6,8,4,3,6,5,5,4,4,4,5,4,6,5,5,6,7,7,7,4,5,6,6,6,9,8,7,8
696,taylor,63,taylor_63,3,5.973684210526316,38,6,7,5,7,6,8,7,6,7,9,7,8,4,3,6,4,5,5,7,5,7,5,7,6,6,6,6,7,9,8,6,5,7,2,6,4,3,5
697,taylor,71,taylor_71,8,5.973684210526316,38,7,8,5,7,6,8,7,5,6,8,7,8,4,5,6,5,6,4,5,3,6,5,7,6,6,7,6,4,6,6,6,7,8,5,6,5,4,7
698,brueggemann,12,brueggemann_12,3,5.947368421052632,38,6,8,5,6,7,8,8,7,8,6,7,6,6,5,7,6,5,7,3,4,7,5,6,5,6,6,8,10,8,4,7,5,6,5,2,4,3,4
699,brueggemann,163,brueggemann_163,5,5.947368421052632,38,5,8,6,6,7,6,6,7,8,5,6,6,4,5,7,5,6,7,4,3,8,4,5,5,6,5,7,10,7,6,7,5,6,7,6,5,4,6
700,hervormd,11jan2026_37,hervormd_11jan2026_37,8,5.947368421052632,38,6,7,6,5,6,5,6,6,8,5,6,5,6,5,6,7,5,4,6,8,7,5,6,6,6,6,7,7,8,7,6,6,5,6,4,5,4,7
701,rutledge,178,rutledge_178,2,5.947368421052632,38,6,8,5,7,8,6,6,6,8,7,5,7,5,4,6,5,7,4,6,3,7,4,7,5,6,6,6,7,10,7,6,6,5,6,5,3,4,7
702,rutledge,316,rutledge_316,2,5.947368421052632,38,8,8,6,7,8,7,5,7,8,5,5,6,5,4,6,5,7,4,8,3,8,5,7,6,7,7,7,7,9,8,7,5,6,5,1,2,3,4
703,taylor,04,taylor_04,3,5.947368421052632,38,6,7,5,7,6,8,7,6,7,8,6,8,5,4,6,7,6,4,3,4,6,4,8,5,6,6,7,10,7,5,6,6,7,5,4,3,4,7
704,taylor,09,taylor_09,4,5.947368421052632,38,7,6,5,7,6,8,7,5,6,8,7,8,4,2,5,4,5,3,6,4,7,4,7,6,6,6,6,7,7,5,6,6,7,6,7,5,7,8
705,taylor,147,taylor_147,4,5.947368421052632,38,6,7,5,7,6,8,7,5,6,8,7,8,3,2,6,3,5,4,2,4,6,4,7,5,6,6,6,7,9,5,6,7,7,6,7,8,7,8
706,hervormd,11jan2026_04,hervormd_11jan2026_04,8,5.921052631578948,38,6,7,4,6,5,5,6,5,6,8,6,7,4,3,6,5,7,4,6,5,5,4,7,6,6,6,6,7,9,7,5,6,6,6,5,8,7,8
707,rutledge,338,rutledge_338,2,5.921052631578948,38,7,8,6,6,7,7,7,6,7,8,6,7,2,3,5,4,6,4,7,3,7,4,7,6,6,6,6,10,9,8,6,6,7,5,2,3,4,7
708,solle,15,solle_15,3,5.921052631578948,38,6,8,6,7,8,7,7,5,5,8,7,8,5,6,7,6,5,6,4,3,6,5,7,6,6,7,8,7,7,4,6,5,7,4,5,2,3,6
709,taylor,12,taylor_12,4,5.921052631578948,38,7,8,6,8,7,8,5,6,7,8,5,7,4,3,5,4,5,2,5,3,5,4,6,5,5,6,7,7,6,4,6,6,5,9,7,9,8,7
710,taylor,130,taylor_130,8,5.921052631578948,38,6,7,5,7,6,8,6,5,7,8,6,7,5,3,4,5,6,4,7,4,7,4,6,6,6,6,5,7,7,8,6,7,7,5,7,5,4,6
711,taylor,26,taylor_26,3,5.921052631578948,38,7,7,6,8,7,8,6,6,7,8,5,8,4,5,4,6,7,5,7,3,7,4,8,6,6,6,6,7,9,5,6,4,5,5,4,3,4,6
712,taylor,65,taylor_65,8,5.921052631578948,38,6,7,5,7,6,8,7,5,6,8,7,8,4,3,5,4,6,4,7,4,6,5,7,5,6,6,6,7,9,6,5,6,7,3,8,5,4,7
713,taylor,94,taylor_94,4,5.921052631578948,38,7,8,6,8,7,8,7,6,7,8,7,8,2,1,5,2,6,4,6,3,6,5,7,5,6,6,8,7,9,7,6,5,7,5,6,3,4,7
714,augustine,08,augustine_08,4,5.894736842105263,38,5,4,5,7,6,8,6,5,8,9,5,8,2,1,3,4,6,4,7,2,7,4,5,4,5,5,4,10,10,7,6,6,5,6,9,9,8,9
715,augustine,17,augustine_17,2,5.894736842105263,38,7,8,6,7,8,8,8,7,8,6,8,6,4,3,5,6,7,7,2,4,8,4,5,5,6,6,7,7,7,6,7,5,6,5,2,3,4,6
716,brueggemann,02,brueggemann_02,5,5.894736842105263,38,7,8,6,6,8,7,6,7,8,4,6,5,5,4,3,6,4,5,4,2,8,4,5,5,6,6,7,7,6,4,6,6,5,9,7,9,8,5
717,brueggemann,17,brueggemann_17,3,5.894736842105263,38,7,8,8,8,7,8,7,8,9,5,7,6,6,7,5,8,6,8,3,5,7,4,5,4,5,5,8,7,9,4,7,5,6,4,1,2,2,3
718,brueggemann,52,brueggemann_52,5,5.894736842105263,38,6,8,6,7,8,8,5,6,8,7,5,7,4,3,5,6,4,2,6,4,8,5,7,6,6,6,6,7,7,7,6,5,5,6,6,5,4,7
719,hervormd,11jan2026_03,hervormd_11jan2026_03,8,5.894736842105263,38,6,7,4,5,6,5,7,6,8,5,7,5,6,5,4,5,7,6,7,8,8,6,6,5,6,6,5,7,9,7,6,6,5,5,4,3,4,7
720,hervormd,11jan2026_16,hervormd_11jan2026_16,8,5.894736842105263,38,6,7,4,6,5,5,7,6,7,8,7,7,6,4,5,7,6,5,8,5,6,5,6,5,6,6,7,7,9,5,6,6,7,5,4,3,4,6
721,rutledge,201,rutledge_201,2,5.894736842105263,38,6,7,6,7,7,6,6,6,8,7,6,7,5,6,4,5,7,6,6,4,7,4,7,5,6,6,6,7,9,8,7,6,6,4,4,2,3,5
722,taylor,114,taylor_114,4,5.894736842105263,38,7,8,6,8,7,9,7,5,6,8,7,8,3,2,5,3,4,2,5,5,5,3,8,4,5,5,6,7,9,6,5,7,8,3,7,8,9,4
723,taylor,144,taylor_144,3,5.894736842105263,38,7,7,5,8,6,8,7,5,7,8,6,8,3,4,5,4,6,7,6,3,6,5,7,5,6,6,6,7,9,7,6,5,7,5,4,3,4,6
724,taylor,167,taylor_167,8,5.894736842105263,38,6,7,5,7,6,8,7,6,7,8,7,7,5,4,7,5,6,4,5,6,7,4,6,5,6,6,5,7,7,5,6,6,5,5,7,4,4,6
725,taylor,51,taylor_51,3,5.894736842105263,38,7,6,5,7,6,8,7,6,7,8,6,8,4,5,6,4,6,3,7,2,7,4,7,6,6,6,6,7,9,7,6,6,7,3,5,4,4,6
726,taylor,55,taylor_55,3,5.894736842105263,38,7,7,6,7,6,8,7,6,7,8,7,8,5,4,6,5,6,7,5,4,6,5,7,6,6,6,6,7,9,6,6,5,7,5,2,2,3,4
727,hervormd,11jan2026_21,hervormd_11jan2026_21,8,5.868421052631579,38,6,7,4,6,5,4,6,5,7,8,5,7,6,5,6,5,7,4,7,8,7,4,6,5,6,6,5,7,9,7,6,6,5,5,4,4,6,7
728,hervormd,11jan2026_47,hervormd_11jan2026_47,8,5.868421052631579,38,5,6,4,4,5,5,6,6,8,5,6,5,5,6,4,5,6,3,7,2,7,6,5,6,6,6,7,7,9,7,6,6,5,7,6,9,7,8
729,rutledge,81,rutledge_81,3,5.868421052631579,38,7,6,5,6,7,6,8,6,8,7,8,7,4,5,6,4,7,6,6,4,8,4,6,6,6,6,7,7,10,6,7,5,6,5,2,2,3,4
730,solle,03,solle_03,4,5.868421052631579,38,6,8,7,8,7,7,6,5,5,7,6,7,5,4,5,6,4,2,1,2,6,4,6,5,5,6,7,7,7,4,5,5,6,7,9,9,8,9
731,taylor,113,taylor_113,4,5.868421052631579,38,7,6,7,7,8,9,8,5,5,8,7,8,2,1,3,1,4,2,3,2,4,3,8,4,4,4,5,10,9,4,5,7,8,8,9,9,10,9
732,taylor,171,taylor_171,3,5.868421052631579,38,7,6,5,7,6,8,7,5,6,8,7,8,4,5,6,3,7,5,6,4,7,4,8,6,6,7,6,7,7,5,6,6,7,3,6,3,4,5
733,taylor,172,taylor_172,3,5.868421052631579,38,7,7,6,8,7,9,7,5,6,8,7,8,4,3,6,5,7,8,5,5,5,7,8,6,7,7,6,7,7,4,6,5,7,3,3,1,2,4
734,taylor,31,taylor_31,8,5.868421052631579,38,7,6,5,7,6,8,6,5,6,8,5,8,4,3,5,4,6,2,6,3,5,4,8,5,6,6,7,7,9,6,5,7,6,4,6,7,8,7
735,taylor,44,taylor_44,3,5.868421052631579,38,7,7,5,7,6,8,7,5,7,8,6,8,4,3,6,5,7,2,6,5,7,5,8,6,6,6,6,10,9,5,5,4,6,3,5,3,4,6
736,taylor,60,taylor_60,8,5.868421052631579,38,7,7,5,7,6,8,7,5,6,8,7,8,4,5,4,5,3,4,6,4,6,5,8,6,6,7,7,7,7,5,5,6,7,3,6,5,4,7
737,brueggemann,42,brueggemann_42,5,5.842105263157895,38,5,8,6,6,7,8,6,8,9,7,5,6,2,3,6,4,5,7,6,5,8,4,5,5,6,6,7,7,9,6,7,5,6,5,4,3,4,6
738,hervormd,11jan2026_29,hervormd_11jan2026_29,3,5.842105263157895,38,6,5,4,6,5,7,6,6,7,7,6,7,6,5,6,7,8,7,7,7,7,5,6,6,7,7,7,7,9,7,6,4,5,2,3,2,3,4
739,solle,22,solle_22,4,5.842105263157895,38,6,8,7,6,8,7,6,5,5,7,6,7,4,2,6,3,5,4,4,2,5,4,7,5,5,6,6,10,7,4,5,6,6,8,6,9,8,7
740,taylor,127,taylor_127,3,5.842105263157895,38,6,7,5,7,6,8,7,5,6,8,7,8,5,6,4,5,5,7,5,5,6,6,7,6,7,7,5,7,9,4,6,5,7,4,5,2,3,4
741,taylor,129,taylor_129,3,5.842105263157895,38,7,6,5,7,6,8,7,6,7,8,7,8,5,4,6,5,6,7,6,7,5,4,7,5,6,6,6,7,6,5,6,7,8,2,5,2,3,4
742,taylor,13,taylor_13,3,5.842105263157895,38,6,8,5,7,8,7,7,5,6,9,7,8,4,2,6,4,7,5,3,3,6,5,7,6,6,6,8,7,7,5,6,8,7,3,5,3,4,6
743,taylor,132,taylor_132,4,5.842105263157895,38,6,8,5,6,7,8,6,5,5,8,7,7,3,2,5,4,4,2,3,4,5,4,8,5,6,6,6,7,5,6,5,7,6,7,8,9,8,9
744,taylor,34,taylor_34,8,5.842105263157895,38,5,4,4,6,5,7,6,5,7,8,6,7,4,5,3,4,6,5,7,4,7,4,6,5,6,6,5,7,9,7,6,5,5,6,7,8,7,8
745,taylor,61,taylor_61,8,5.842105263157895,38,6,7,4,6,5,8,7,6,7,8,6,8,5,4,6,5,5,3,6,4,7,5,7,6,6,7,6,7,9,4,5,6,7,4,7,4,3,6
746,taylor,87,taylor_87,8,5.842105263157895,38,6,7,5,7,6,8,7,5,6,8,7,8,4,5,6,4,7,3,5,4,6,4,7,6,6,6,6,7,7,6,6,5,7,3,7,5,4,6
747,brueggemann,91,brueggemann_91,5,5.815789473684211,38,6,8,5,6,7,7,5,6,7,4,5,5,4,5,3,6,4,2,5,2,8,4,5,6,6,6,7,7,9,4,6,5,5,9,8,9,8,7
748,solle,02,solle_02,3,5.815789473684211,38,8,9,6,8,7,8,7,6,5,8,7,8,3,2,7,4,6,7,4,3,6,5,8,5,6,6,7,4,7,7,6,5,8,5,4,3,2,4
749,taylor,158,taylor_158,3,5.815789473684211,38,7,7,5,7,6,8,7,6,7,8,7,7,4,3,6,5,6,5,4,5,7,5,7,6,6,7,6,7,9,6,6,5,7,4,3,2,3,5
750,taylor,24,taylor_24,3,5.815789473684211,38,7,8,6,8,7,8,7,5,6,8,7,7,4,3,5,4,6,5,6,3,6,4,7,5,6,6,6,7,8,4,5,6,7,5,4,5,4,6
751,taylor,27,taylor_27,2,5.815789473684211,38,7,6,6,8,7,8,5,6,8,7,4,7,4,3,4,5,6,7,6,2,7,4,7,6,6,6,6,7,8,7,6,6,5,5,4,5,4,6
752,taylor,52,taylor_52,3,5.815789473684211,38,6,8,5,7,6,8,7,6,7,8,7,7,4,5,6,4,7,6,5,3,6,4,5,5,6,6,7,7,9,6,6,5,7,4,6,2,3,5
753,taylor,75,taylor_75,3,5.815789473684211,38,6,7,5,7,6,8,7,6,8,7,6,7,5,3,6,4,6,7,5,4,8,5,7,6,6,6,6,4,9,7,6,4,5,4,5,4,3,6
754,augustine,06,augustine_06,2,5.7894736842105265,38,7,8,5,7,8,8,5,8,9,5,4,6,4,3,5,7,8,9,5,4,7,5,6,5,6,6,8,7,7,8,7,4,5,5,2,1,2,4
755,brueggemann,23,brueggemann_23,2,5.7894736842105265,38,7,8,6,7,8,6,5,7,8,6,5,6,5,6,4,7,5,3,4,4,7,5,6,6,6,6,8,7,6,6,7,5,6,5,4,3,4,6
756,hervormd,11jan2026_44,hervormd_11jan2026_44,8,5.7894736842105265,38,6,7,5,6,5,6,6,5,7,8,6,7,5,4,4,5,6,4,7,5,6,5,7,6,6,6,6,7,8,5,6,6,7,5,6,3,4,7
757,rutledge,335,rutledge_335,2,5.7894736842105265,38,7,8,7,7,8,6,6,6,8,7,5,7,4,2,6,5,7,4,7,3,7,4,6,5,6,6,7,7,10,6,7,5,6,5,2,4,3,4
758,taylor,121,taylor_121,3,5.7894736842105265,38,6,8,5,7,6,8,8,5,6,8,7,7,5,6,4,5,6,7,5,7,6,5,7,6,6,7,6,4,5,6,6,5,7,5,4,2,3,4
759,taylor,134,taylor_134,3,5.7894736842105265,38,7,6,5,7,6,8,7,6,7,8,7,8,4,3,5,4,6,5,4,3,5,4,6,5,5,6,8,7,9,5,6,6,7,3,6,5,4,7
